,Date,Open,Low,Close,Volume,Stock_Name,Inv_Weight,Stocks_Bought,Stocks_Cost
0,1970-01-02,0.7587,0.7587,0.8092,753088,BA,0.10863074029617946,0,0.0
1,1970-01-02,0.7383,0.7383,0.7538,83787,CVX,0.047421455369413654,0,0.0
2,1970-01-02,1.0666,1.0666,1.0924,62781,HON,0.04441355924907034,0,0.0
3,1970-01-02,0.28338,0.28338,0.29161,3496683,MCD,0.039537803325055174,0,0.0
4,1970-01-02,0.0219,0.0219,0.0219,11519926,MO,0.08643062955721313,4,0.088476
5,1970-01-02,0.32548,0.32548,0.334,283968,UTX,0.05766974367531394,0,0.0
6,1972-01-07,0.01592,0.01592,0.01592,3787746,INTC,0.4758960685277541,52,0.8361184000000002
