,Stock,Total_Return,Total_Years,Start_Date,End_Date
1356,CMD,8.587026395246909,12.706365503080082,2005-02-25,2017-11-10
3978,LTS,8.55194767942172,12.706365503080082,2005-02-25,2017-11-10
914,BRKR,8.53896946114845,12.706365503080082,2005-02-25,2017-11-10
301,AMBA,8.523333333333333,5.084188911704312,2012-10-10,2017-11-10
3878,LII,8.521297970665058,12.706365503080082,2005-02-25,2017-11-10
4096,MDSO,8.441428571428572,8.380561259411362,2009-06-24,2017-11-10
4936,OXY,8.419575633127995,17.853524982888434,2000-01-03,2017-11-10
1251,CHTR,8.409250328803155,7.939767282683094,2009-12-02,2017-11-10
6037,SQM,8.408899357464469,12.706365503080082,2005-02-25,2017-11-10
2939,GTT,8.375,4.399726214921286,2013-06-17,2017-11-10
1450,COR,8.367658889782783,7.121149897330596,2010-09-27,2017-11-10
6878,WDC,8.344416562107906,12.706365503080082,2005-02-25,2017-11-10
818,BLKB,8.343004211511463,12.706365503080082,2005-02-25,2017-11-10
265,ALK,8.332089054792695,12.706365503080082,2005-02-25,2017-11-10
398,APH,8.295181990321902,12.706365503080082,2005-02-25,2017-11-10
4743,NXST,8.282391751438944,12.706365503080082,2005-02-25,2017-11-10
117,AEIS,8.23978494623656,12.706365503080082,2005-02-25,2017-11-10
1301,CLB,8.210365853658535,12.706365503080082,2005-02-25,2017-11-10
3773,KS,8.13148833057008,12.15605749486653,2005-09-14,2017-11-10
6804,VSEC,8.1248979901691,12.706365503080082,2005-02-25,2017-11-10
7089,YECO,8.1,0.10677618069815195,2017-10-02,2017-11-10
343,AMT,8.0887318883966,12.706365503080082,2005-02-25,2017-11-10
1833,DLTR,8.059391872691105,17.853524982888434,2000-01-03,2017-11-10
6837,WAB,8.0578981607428,12.706365503080082,2005-02-25,2017-11-10
6636,USCR,8.0522133938706,6.770704996577686,2011-02-02,2017-11-10
2788,GLPG,8.028571428571428,8.457221081451062,2009-05-27,2017-11-10
5978,SPB,8.025790420700885,8.188911704312115,2009-09-02,2017-11-10
170,AGM-A,7.971804784082963,7.216974674880219,2010-08-23,2017-11-10
3020,HCSG,7.971602926389514,12.706365503080082,2005-02-25,2017-11-10
7075,XRAY,7.939643776999495,17.853524982888434,2000-01-03,2017-11-10
3098,HLF,7.904406779661017,12.706365503080082,2005-02-25,2017-11-10
4029,MAR,7.852999340804218,17.853524982888434,2000-01-03,2017-11-10
861,BOFI,7.850434782608696,12.659822039698836,2005-03-14,2017-11-10
341,AMSF,7.82907827408825,11.980835044490075,2005-11-17,2017-11-10
5611,RTN,7.817045940424723,17.853524982888434,2000-01-03,2017-11-10
2950,GV,7.796296296296296,12.706365503080082,2005-02-25,2017-11-10
5570,ROLL,7.7888287261328015,12.254620123203285,2005-08-09,2017-11-10
4897,ORLY,7.780766096169519,12.706365503080082,2005-02-25,2017-11-10
6999,WST,7.746353183456325,12.706365503080082,2005-02-25,2017-11-10
5816,SHEN,7.713816033421501,12.706365503080082,2005-02-25,2017-11-10
5453,RES,7.672114402451481,12.706365503080082,2005-02-25,2017-11-10
4196,MKC,7.657558191385001,17.853524982888434,2000-01-03,2017-11-10
6582,UHAL,7.653734193428192,12.706365503080082,2005-02-25,2017-11-10
5571,ROP,7.645111880660628,12.706365503080082,2005-02-25,2017-11-10
4810,OFLX,7.622767177341402,12.276522929500342,2005-08-01,2017-11-10
5349,QDEL,7.620842572062085,12.706365503080082,2005-02-25,2017-11-10
7111,YY,7.60952380952381,4.969199178644764,2012-11-21,2017-11-10
4473,NDAQ,7.555653505312486,12.706365503080082,2005-02-25,2017-11-10
4026,MANH,7.551794871794871,12.706365503080082,2005-02-25,2017-11-10
251,ALB,7.505603242727706,12.706365503080082,2005-02-25,2017-11-10
374,ANSS,7.505084745762712,12.706365503080082,2005-02-25,2017-11-10
3531,JBT,7.470834301650011,9.314168377823409,2008-07-18,2017-11-10
6196,SYN,7.4444444444444455,12.673511293634498,2005-03-09,2017-11-10
132,AFAM,7.4383456359182105,12.706365503080082,2005-02-25,2017-11-10
3446,IRCP,7.43615663375343,12.706365503080082,2005-02-25,2017-11-10
4229,MMS,7.403006725570354,12.706365503080082,2005-02-25,2017-11-10
6150,STZ,7.395629672225416,12.706365503080082,2005-02-25,2017-11-10
5242,PRTA,7.3860946745562135,4.87337440109514,2012-12-26,2017-11-10
2347,FC,7.38,12.706365503080082,2005-02-25,2017-11-10
2750,GIB,7.371310452418097,12.706365503080082,2005-02-25,2017-11-10
5145,PLSE,7.350119904076738,1.4811772758384667,2016-05-18,2017-11-10
1790,DHR,7.3432112068965525,17.853524982888434,2000-01-03,2017-11-10
4637,NSC,7.333225073075674,17.853524982888434,2000-01-03,2017-11-10
6622,URI,7.322763306908267,12.706365503080082,2005-02-25,2017-11-10
4739,NXPI,7.303571428571429,7.266255989048597,2010-08-05,2017-11-10
1310,CLFD,7.271604938271605,12.706365503080082,2005-02-25,2017-11-10
5501,RICK,7.240823840754803,12.706365503080082,2005-02-25,2017-11-10
5487,RGR,7.218486299807775,12.706365503080082,2005-02-25,2017-11-10
3419,IOSP,7.191736719728135,12.706365503080082,2005-02-25,2017-11-10
2484,FMC,7.145689579875972,12.706365503080082,2005-02-25,2017-11-10
3384,INGN,7.119079837618403,3.7371663244353184,2014-02-14,2017-11-10
6332,THRM,7.086854460093898,12.706365503080082,2005-02-25,2017-11-10
5059,PFBC,7.063850849694769,6.308008213552362,2011-07-21,2017-11-10
3011,HCI,7.045340777820562,9.152635181382614,2008-09-15,2017-11-10
4710,NVMI,7.043478260869565,12.706365503080082,2005-02-25,2017-11-10
1542,CSGP,7.02784471218206,12.706365503080082,2005-02-25,2017-11-10
1258,CI,7.0178088276864665,17.853524982888434,2000-01-03,2017-11-10
1108,CCI,7.011127544193253,12.706365503080082,2005-02-25,2017-11-10
359,ANDAW,7.0,1.9274469541409993,2015-12-07,2017-11-10
3797,KWR,6.979258960934353,12.706365503080082,2005-02-25,2017-11-10
4905,OSBCP,6.978221277887387,7.216974674880219,2010-08-23,2017-11-10
6679,VAC,6.973762671437091,5.960301163586585,2011-11-25,2017-11-10
612,BA,6.945877224845622,17.853524982888434,2000-01-03,2017-11-10
1528,CRVL,6.944720056697378,12.706365503080082,2005-02-25,2017-11-10
262,ALGT,6.92252440297133,10.926762491444217,2006-12-07,2017-11-10
1741,DE,6.887877164792001,17.853524982888434,2000-01-03,2017-11-10
2308,EXR,6.85720807084817,12.706365503080082,2005-02-25,2017-11-10
5575,ROSEW,6.842105263157895,1.6153319644079398,2016-03-30,2017-11-10
3173,HSKA,6.812612612612614,12.706365503080082,2005-02-25,2017-11-10
2001,ECL,6.792757859571674,17.853524982888434,2000-01-03,2017-11-10
1467,CPA,6.754988571075554,11.906913073237508,2005-12-14,2017-11-10
6543,UAA,6.716923076923076,11.980835044490075,2005-11-17,2017-11-10
3522,JAZZ,6.706111111111111,10.447638603696099,2007-05-31,2017-11-10
6847,WAT,6.702574257425743,17.853524982888434,2000-01-03,2017-11-10
3938,LOPE,6.6675,8.974674880219029,2008-11-19,2017-11-10
3731,KMG,6.656419943900624,12.706365503080082,2005-02-25,2017-11-10
6372,TMK,6.526451498177292,17.853524982888434,2000-01-03,2017-11-10
2155,EPAM,6.51525054466231,5.749486652977413,2012-02-10,2017-11-10
600,AYI,6.510980282216615,12.706365503080082,2005-02-25,2017-11-10
6577,UFPT,6.507042253521126,12.706365503080082,2005-02-25,2017-11-10
3843,LEA,6.506072874493927,8.002737850787133,2009-11-09,2017-11-10
5340,PZZA,6.494361159918752,12.706365503080082,2005-02-25,2017-11-10
5663,SAM,6.481060606060606,12.706365503080082,2005-02-25,2017-11-10
3177,HSTM,6.456869009584665,12.706365503080082,2005-02-25,2017-11-10
3934,LOGM,6.438782686528993,8.36413415468857,2009-06-30,2017-11-10
3833,LCII,6.426945456870645,12.706365503080082,2005-02-25,2017-11-10
5917,SNA,6.401329749610978,17.853524982888434,2000-01-03,2017-11-10
189,AGU,6.3990417522245036,12.706365503080082,2005-02-25,2017-11-10
4917,OTEX,6.387466902030008,12.706365503080082,2005-02-25,2017-11-10
4313,MSCI,6.376963955637708,9.990417522245037,2007-11-14,2017-11-10
6176,SWK,6.375673249551167,17.853524982888434,2000-01-03,2017-11-10
1377,CMT,6.370668870978851,12.706365503080082,2005-02-25,2017-11-10
6969,WPM,6.362733135785254,12.706365503080082,2005-02-25,2017-11-10
6160,SUPN,6.35576923076923,5.5277207392197125,2012-05-01,2017-11-10
5323,PX,6.327713694173322,17.853524982888434,2000-01-03,2017-11-10
2864,GPN,6.324150058616647,12.706365503080082,2005-02-25,2017-11-10
1626,CVGW,6.308596545027088,12.706365503080082,2005-02-25,2017-11-10
5738,SCL,6.304900181488204,12.706365503080082,2005-02-25,2017-11-10
3338,IIN,6.301980198019802,12.706365503080082,2005-02-25,2017-11-10
2874,GRA,6.2871587462082905,12.706365503080082,2005-02-25,2017-11-10
817,BLK,6.261014324428959,12.706365503080082,2005-02-25,2017-11-10
4004,LYB,6.259438863872532,7.537303216974675,2010-04-28,2017-11-10
6891,WEX,6.253032928942808,12.706365503080082,2005-02-25,2017-11-10
2100,EME,6.250159134309357,12.706365503080082,2005-02-25,2017-11-10
1051,CAT,6.236348258180471,17.853524982888434,2000-01-03,2017-11-10
6484,TSRO,6.23166926677067,5.368925393566051,2012-06-28,2017-11-10
3983,LULU,6.222222222222222,10.297056810403832,2007-07-25,2017-11-10
2186,ERI,6.207141289236847,3.134839151266256,2014-09-22,2017-11-10
3033,HDSN,6.191011235955057,12.706365503080082,2005-02-25,2017-11-10
2838,GOLD,6.182768846574059,12.706365503080082,2005-02-25,2017-11-10
7023,WWD,6.172999474697952,12.706365503080082,2005-02-25,2017-11-10
57,ACGL,6.147431124348474,12.706365503080082,2005-02-25,2017-11-10
5227,PRI,6.114793913850989,7.613963039014374,2010-03-31,2017-11-10
4845,OMCL,6.109256449165403,12.706365503080082,2005-02-25,2017-11-10
3285,ICUI,6.053082191780822,12.706365503080082,2005-02-25,2017-11-10
501,ASR,6.049384639351925,12.706365503080082,2005-02-25,2017-11-10
2216,ESLT,6.020930121174385,12.706365503080082,2005-02-25,2017-11-10
3302,IEC,6.016949152542373,12.698151950718685,2005-02-28,2017-11-10
1050,CASY,6.005869538908387,12.706365503080082,2005-02-25,2017-11-10
522,ATHN,5.971111111111111,10.143737166324435,2007-09-19,2017-11-10
833,BMI,5.952781731542793,12.706365503080082,2005-02-25,2017-11-10
1146,CE,5.93815987933635,12.706365503080082,2005-02-25,2017-11-10
6451,TROW,5.936343449296817,17.853524982888434,2000-01-03,2017-11-10
120,AEM,5.935903319565551,17.853524982888434,2000-01-03,2017-11-10
1218,CHE,5.893651171085484,12.706365503080082,2005-02-25,2017-11-10
6756,VMI,5.890865697548274,12.706365503080082,2005-02-25,2017-11-10
70,ACN,5.889016401281499,12.706365503080082,2005-02-25,2017-11-10
4480,NDSN,5.862907226723997,12.706365503080082,2005-02-25,2017-11-10
344,AMTD,5.855871363197449,12.706365503080082,2005-02-25,2017-11-10
4071,MCK,5.848069253963622,17.853524982888434,2000-01-03,2017-11-10
5055,PETS,5.837551436582788,12.706365503080082,2005-02-25,2017-11-10
586,AXDX,5.822916666666667,12.706365503080082,2005-02-25,2017-11-10
5080,PFPT,5.821132075471698,5.557837097878165,2012-04-20,2017-11-10
3539,JCTCF,5.813417190775682,12.706365503080082,2005-02-25,2017-11-10
2239,ETN,5.803764377831997,17.853524982888434,2000-01-03,2017-11-10
4458,NC,5.803362400817032,12.706365503080082,2005-02-25,2017-11-10
6850,WB,5.789667896678966,3.567419575633128,2014-04-17,2017-11-10
5095,PH,5.789430652594024,17.853524982888434,2000-01-03,2017-11-10
3860,LFUS,5.787278810665379,12.706365503080082,2005-02-25,2017-11-10
5894,SMED,5.76923076923077,12.706365503080082,2005-02-25,2017-11-10
1437,COL,5.767911200807265,16.355920602327174,2001-07-03,2017-11-10
5103,PHM,5.762555797554612,17.853524982888434,2000-01-03,2017-11-10
2935,GTN-A,5.751269035532995,7.216974674880219,2010-08-23,2017-11-10
361,ANDV,5.721434372462047,12.706365503080082,2005-02-25,2017-11-10
598,AXTI,5.704545454545454,12.706365503080082,2005-02-25,2017-11-10
2376,FDS,5.703311710481394,12.706365503080082,2005-02-25,2017-11-10
3329,IHG,5.699573545696581,12.706365503080082,2005-02-25,2017-11-10
830,BMA,5.6875480822068365,11.63586584531143,2006-03-23,2017-11-10
3084,HII,5.6334470989761085,6.6009582477754964,2011-04-05,2017-11-10
3572,JJSF,5.628854465109503,12.706365503080082,2005-02-25,2017-11-10
2476,FLT,5.627155963302752,6.899383983572895,2010-12-17,2017-11-10
1674,CYRXW,5.581818181818182,2.299794661190965,2015-07-24,2017-11-10
6874,WCG,5.575499508679987,12.706365503080082,2005-02-25,2017-11-10
2756,GIL,5.57138519594873,12.706365503080082,2005-02-25,2017-11-10
4703,NVEE,5.56875,4.1040383299110195,2013-10-03,2017-11-10
4198,MKSI,5.560803643851002,12.706365503080082,2005-02-25,2017-11-10
1431,COG,5.553310481688616,12.706365503080082,2005-02-25,2017-11-10
