,Stock,Total_Return,Total_Years,Start_Date,End_Date
5399,RBA,2.163373363675281,12.706365503080082,2005-02-25,2017-11-10
509,ASX,2.1631292935507025,12.706365503080082,2005-02-25,2017-11-10
2418,FIBK,2.1617400067181727,7.6358658453114305,2010-03-23,2017-11-10
6964,WPC,2.157452454666077,12.706365503080082,2005-02-25,2017-11-10
3657,KALU,2.1564585593582537,11.405886379192333,2006-06-15,2017-11-10
3713,KINS,2.153487386050456,12.698151950718685,2005-02-28,2017-11-10
315,AMGN,2.153400105429626,17.853524982888434,2000-01-03,2017-11-10
3848,LEG,2.1523224043715845,17.853524982888434,2000-01-03,2017-11-10
6011,SPR,2.151008400108389,10.973305954825461,2006-11-20,2017-11-10
540,ATSG,2.148344370860927,12.706365503080082,2005-02-25,2017-11-10
2588,FSV,2.1481050918391076,2.4421629021218343,2015-06-02,2017-11-10
1861,DOV,2.147114838451001,17.853524982888434,2000-01-03,2017-11-10
5194,POST,2.146014206787687,5.754962354551677,2012-02-08,2017-11-10
5678,SAVE,2.14410480349345,6.447638603696099,2011-05-31,2017-11-10
3402,INSY,2.140654882642712,5.664613278576318,2012-03-12,2017-11-10
6540,TY_,2.1380362368470207,12.684462696783026,2005-02-25,2017-11-02
6576,UFPI,2.137705008712006,12.706365503080082,2005-02-25,2017-11-10
112,AEE,2.137401909331734,17.853524982888434,2000-01-03,2017-11-10
5032,PEBK,2.135840966673163,12.706365503080082,2005-02-25,2017-11-10
2498,FN,2.134,7.381245722108145,2010-06-24,2017-11-10
4325,MSM,2.133122639327835,12.706365503080082,2005-02-25,2017-11-10
1613,CUNB,2.1302170283806343,5.023956194387406,2012-10-11,2017-10-20
2582,FSLR,2.128,10.984257357973991,2006-11-16,2017-11-10
2220,ESP,2.127661654030355,12.706365503080082,2005-02-25,2017-11-10
745,BGNE,2.1275415896487986,1.7686516084873374,2016-02-03,2017-11-10
3940,LORL,2.1271152023825644,12.290212183436003,2005-07-27,2017-11-10
5137,PLCE,2.1262665838039396,12.706365503080082,2005-02-25,2017-11-10
6148,STX,2.1223351918661857,12.706365503080082,2005-02-25,2017-11-10
6975,WR,2.120807293159796,12.706365503080082,2005-02-25,2017-11-10
3921,LNCE,2.117894000349834,12.706365503080082,2005-02-25,2017-11-10
6366,TLP,2.116364979682305,12.465434633812457,2005-05-24,2017-11-10
6781,VR,2.1151909979271544,10.299794661190965,2007-07-24,2017-11-10
2065,EIG,2.11358831443398,10.778918548939084,2007-01-30,2017-11-10
6142,STT,2.112630319603487,17.853524982888434,2000-01-03,2017-11-10
6009,SPPI,2.1120194065064966,12.706365503080082,2005-02-25,2017-11-10
6579,UG,2.110772247031913,12.706365503080082,2005-02-25,2017-11-10
1239,CHN,2.1103789600897764,12.706365503080082,2005-02-25,2017-11-10
3042,HELE,2.107255520504732,12.706365503080082,2005-02-25,2017-11-10
4618,NPO,2.10528487303552,12.706365503080082,2005-02-25,2017-11-10
155,AG,2.105022831050228,12.706365503080082,2005-02-25,2017-11-10
3493,ITUB,2.103910342307224,12.706365503080082,2005-02-25,2017-11-10
5198,PPBI,2.103448275862069,12.706365503080082,2005-02-25,2017-11-10
2893,GS,2.101356174161313,17.853524982888434,2000-01-03,2017-11-10
6570,UEIC,2.1010041346721797,12.706365503080082,2005-02-25,2017-11-10
1188,CFCOW,2.0991735537190084,1.3086926762491444,2016-07-20,2017-11-10
992,BXP,2.0951391773992527,12.706365503080082,2005-02-25,2017-11-10
406,APOPW,2.090909090909091,1.273100616016427,2016-08-02,2017-11-10
5179,PNFP,2.090022003252655,12.706365503080082,2005-02-25,2017-11-10
3203,HUBG,2.085774058577406,12.706365503080082,2005-02-25,2017-11-10
870,BOOM,2.0857317990582596,12.706365503080082,2005-02-25,2017-11-10
2853,GPACW,2.0857142857142863,2.212183436002738,2015-08-25,2017-11-10
3811,LAQ,2.0826198731102155,12.706365503080082,2005-02-25,2017-11-10
4217,MMAC,2.0805134189031502,3.0855578370978782,2014-10-10,2017-11-10
4598,NNN,2.0797814207650274,12.706365503080082,2005-02-25,2017-11-10
3134,HON,2.078198803400861,17.853524982888434,2000-01-03,2017-11-10
66,ACIW,2.0774074219826058,12.706365503080082,2005-02-25,2017-11-10
506,ASTE,2.0754849263846693,12.706365503080082,2005-02-25,2017-11-10
5432,RE,2.069437485165748,12.706365503080082,2005-02-25,2017-11-10
4404,MYGN,2.066860465116279,12.706365503080082,2005-02-25,2017-11-10
1651,CWT,2.0665243685521166,12.706365503080082,2005-02-25,2017-11-10
2998,HBM,2.0661082859706847,12.706365503080082,2005-02-25,2017-11-10
6493,TTEK,2.0607109153821956,12.706365503080082,2005-02-25,2017-11-10
5673,SAP,2.058868067385955,12.706365503080082,2005-02-25,2017-11-10
1260,CIB,2.0560988967999374,12.706365503080082,2005-02-25,2017-11-10
768,BID,2.0536039552432994,12.706365503080082,2005-02-25,2017-11-10
1405,CNQ,2.0520452278017958,12.706365503080082,2005-02-25,2017-11-10
6026,SPXC,2.048672129529075,12.706365503080082,2005-02-25,2017-11-10
6685,VAR,2.040776152980877,12.706365503080082,2005-02-25,2017-11-10
6469,TS,2.0401934119069205,12.706365503080082,2005-02-25,2017-11-10
6302,TESS,2.03978811773912,12.706365503080082,2005-02-25,2017-11-10
2616,FUN,2.038674504173023,12.706365503080082,2005-02-25,2017-11-10
3900,LLL,2.038464058711749,12.706365503080082,2005-02-25,2017-11-10
921,BRSS,2.0343007915567286,4.468172484599589,2013-05-23,2017-11-10
4540,NGVT,2.0342857142857143,1.486652977412731,2016-05-16,2017-11-10
931,BSET,2.0319563522992987,12.706365503080082,2005-02-25,2017-11-10
3651,K,2.0298382598996096,17.853524982888434,2000-01-03,2017-11-10
296,ALX,2.0274329046167576,12.706365503080082,2005-02-25,2017-11-10
2188,ERIE,2.026506497653966,12.706365503080082,2005-02-25,2017-11-10
1032,CAMP,2.0215189873417723,12.706365503080082,2005-02-25,2017-11-10
832,BME,2.02126268131131,12.621492128678987,2005-03-28,2017-11-10
5655,SAFT,2.017668882929876,12.706365503080082,2005-02-25,2017-11-10
5045,PEN,2.014473684210526,2.1464750171115674,2015-09-18,2017-11-10
3021,HD,2.0136785629268834,17.853524982888434,2000-01-03,2017-11-10
2097,EMCI,2.0092362697388024,12.706365503080082,2005-02-25,2017-11-10
4197,MKL,2.0087899860917946,12.706365503080082,2005-02-25,2017-11-10
2706,GENC,2.0085056334907185,12.706365503080082,2005-02-25,2017-11-10
4842,OMAB,2.008432728101497,10.951403148528405,2006-11-28,2017-11-10
3723,KLAC,2.0082866479925303,17.853524982888434,2000-01-03,2017-11-10
3114,HMN,2.0057689786285566,12.706365503080082,2005-02-25,2017-11-10
1020,CAH,2.004982561036373,17.853524982888434,2000-01-03,2017-11-10
2500,FNBG,2.002485795454546,4.446269678302532,2013-05-31,2017-11-10
6362,TLGT,1.9999999999999996,12.698151950718685,2005-02-28,2017-11-10
6851,WBA,1.999789029535865,17.853524982888434,2000-01-03,2017-11-10
3824,LBTYA,1.9971904475215738,12.402464065708418,2005-06-16,2017-11-10
6224,TARO,1.9944162436548227,5.637234770704997,2012-03-22,2017-11-10
4317,MSEX,1.9937106918238994,12.706365503080082,2005-02-25,2017-11-10
4804,OFED,1.9910269192422732,6.792607802874743,2011-01-25,2017-11-10
6648,USNA,1.9909090909090907,12.706365503080082,2005-02-25,2017-11-10
477,ARW,1.9897688518378176,12.706365503080082,2005-02-25,2017-11-10
7024,WWE,1.9885952952887966,12.706365503080082,2005-02-25,2017-11-10
2934,GTLS,1.9873333333333334,11.29637234770705,2006-07-25,2017-11-10
5413,RCL,1.9864005525519801,12.706365503080082,2005-02-25,2017-11-10
4161,MHK,1.985937675779053,12.706365503080082,2005-02-25,2017-11-10
6942,WLFC,1.9816568047337282,12.706365503080082,2005-02-25,2017-11-10
1627,CVI,1.981474334233886,10.053388090349076,2007-10-22,2017-11-10
1598,CUB,1.9774184555338727,12.706365503080082,2005-02-25,2017-11-10
1879,DRQ,1.975127551020408,12.706365503080082,2005-02-25,2017-11-10
4244,MNR,1.9732136740426116,12.706365503080082,2005-02-25,2017-11-10
3153,HQY,1.9712441314553995,3.2799452429842573,2014-07-31,2017-11-10
3966,LSTR,1.9709001157901151,12.706365503080082,2005-02-25,2017-11-10
5843,SIGI,1.9704219664849583,12.706365503080082,2005-02-25,2017-11-10
4777,OBCI,1.9695181907571289,12.706365503080082,2005-02-25,2017-11-10
723,BF-A,1.9694255713403335,7.216974674880219,2010-08-23,2017-11-10
314,AMG,1.9686555290373908,12.706365503080082,2005-02-25,2017-11-10
6595,UMBF,1.96538871576185,12.706365503080082,2005-02-25,2017-11-10
2504,FNF,1.9653480527445568,12.073921971252567,2005-10-14,2017-11-10
6111,STI-WS-B,1.9605263157894741,2.6885694729637235,2015-03-04,2017-11-10
724,BF-B,1.9591154538441757,7.216974674880219,2010-08-23,2017-11-10
1479,CPL,1.9583618466073591,12.706365503080082,2005-02-25,2017-11-10
7010,WTR,1.9557898177657922,12.706365503080082,2005-02-25,2017-11-10
5871,SLB,1.9528832941802228,17.853524982888434,2000-01-03,2017-11-10
3691,KEX,1.9497232472324726,12.706365503080082,2005-02-25,2017-11-10
8,AAN,1.9458204334365325,12.706365503080082,2005-02-25,2017-11-10
4495,NEO,1.9421768707482996,4.914442162902122,2012-12-11,2017-11-10
788,BKE,1.9400085527521536,12.706365503080082,2005-02-25,2017-11-10
1591,CTWS,1.9380687181423448,12.706365503080082,2005-02-25,2017-11-10
2115,EMR,1.9343996953251452,17.853524982888434,2000-01-03,2017-11-10
670,BBY,1.9336144392451275,17.853524982888434,2000-01-03,2017-11-10
5857,SJI,1.9274112140956225,12.706365503080082,2005-02-25,2017-11-10
6575,UFI,1.9253814262023212,12.706365503080082,2005-02-25,2017-11-10
295,ALV,1.9248338968623653,12.706365503080082,2005-02-25,2017-11-10
5869,SKYW,1.9239212717638152,12.706365503080082,2005-02-25,2017-11-10
5944,SNP,1.9214803211278637,12.706365503080082,2005-02-25,2017-11-10
5213,PRAA,1.9212354565999834,12.706365503080082,2005-02-25,2017-11-10
6189,SYBT,1.9206629834254145,12.706365503080082,2005-02-25,2017-11-10
739,BGCP,1.9192134195161006,12.706365503080082,2005-02-25,2017-11-10
6459,TRTN,1.9178885630498537,1.322381930184805,2016-07-15,2017-11-10
6292,TEL,1.9165238525535158,10.40930869267625,2007-06-14,2017-11-10
821,BLMT,1.915841584158416,6.094455852156058,2011-10-07,2017-11-10
1629,CVLY,1.914269546354805,12.698151950718685,2005-02-28,2017-11-10
5778,SFBS,1.9127141701595705,3.4934976043805612,2014-05-14,2017-11-10
4322,MSGN,1.9110636960584864,7.79192334017796,2010-01-25,2017-11-10
6603,UNB,1.9102691342168254,12.706365503080082,2005-02-25,2017-11-10
4207,MLNX,1.9088235294117648,10.757015742642025,2007-02-07,2017-11-10
6463,TRUP,1.9087415946205573,3.3155373032169746,2014-07-18,2017-11-10
1802,DISCB,1.9073186029190785,12.303901437371664,2005-07-21,2017-11-09
679,BCE,1.904718966035467,12.706365503080082,2005-02-25,2017-11-10
4043,MB,1.9022491349480963,2.3956194387405887,2015-06-19,2017-11-10
6875,WCN,1.8923141012289113,12.695414099931554,2005-03-01,2017-11-10
3445,IRBT,1.8858333333333335,12.005475701574264,2005-11-08,2017-11-10
1558,CSU,1.8852459016393441,12.706365503080082,2005-02-25,2017-11-10
3530,JBSS,1.8843510700962105,12.706365503080082,2005-02-25,2017-11-10
4835,OLBK,1.8829888240530113,12.706365503080082,2005-02-25,2017-11-10
1801,DISCA,1.8818180306884114,12.347707049965777,2005-07-06,2017-11-10
3357,IMOS,1.8816714617597736,6.691307323750856,2011-03-03,2017-11-10
333,AMPH,1.881559220389805,3.378507871321013,2014-06-25,2017-11-10
1173,CET,1.8813614297607335,12.706365503080082,2005-02-25,2017-11-10
5993,SPIL,1.878980891719745,12.706365503080082,2005-02-25,2017-11-10
3889,LITE,1.8787878787878793,2.2669404517453797,2015-08-05,2017-11-10
2530,FORTY,1.877707896575821,12.70362765229295,2005-02-25,2017-11-09
4097,MDT,1.8764968722073279,17.853524982888434,2000-01-03,2017-11-10
924,BSAC,1.8749650870496228,12.706365503080082,2005-02-25,2017-11-10
6984,WRLD,1.8739715781600599,12.706365503080082,2005-02-25,2017-11-10
6045,SRCL,1.872743284896521,12.706365503080082,2005-02-25,2017-11-10
1892,DST,1.872476846354785,12.706365503080082,2005-02-25,2017-11-10
4494,NEN,1.871329048150571,12.70362765229295,2005-02-25,2017-11-09
492,ASIX,1.8704697986577183,1.1006160164271048,2016-10-04,2017-11-10
5334,PYZ,1.8672002054266885,11.080082135523615,2006-10-12,2017-11-10
1586,CTSO,1.8666666666666667,8.865160848733744,2008-12-29,2017-11-10
757,BHB,1.8660561537687432,12.706365503080082,2005-02-25,2017-11-10
3303,IEP,1.8651488616462346,12.706365503080082,2005-02-25,2017-11-10
5369,QTWO,1.8646864686468647,3.6440793976728267,2014-03-20,2017-11-10
1299,CL,1.8638259716970098,17.853524982888434,2000-01-03,2017-11-10
6361,TLF,1.8637741923408078,12.706365503080082,2005-02-25,2017-11-10
1753,DEO,1.8622220352176384,12.706365503080082,2005-02-25,2017-11-10
5801,SGMO,1.8613281250000002,12.706365503080082,2005-02-25,2017-11-10
1839,DMO,1.855972376660619,7.712525667351129,2010-02-23,2017-11-10
3156,HRC,1.849617734206387,12.706365503080082,2005-02-25,2017-11-10
3965,LSI,1.8493229616825122,12.706365503080082,2005-02-25,2017-11-10
6423,TPX,1.8480211081794193,12.706365503080082,2005-02-25,2017-11-10
1799,DIOD,1.8478647686832737,12.706365503080082,2005-02-25,2017-11-10
5401,RBC,1.8442181605069414,12.706365503080082,2005-02-25,2017-11-10
3912,LMNX,1.843063427265401,12.706365503080082,2005-02-25,2017-11-10
3719,KKR,1.8429737558149744,7.326488706365503,2010-07-14,2017-11-10
1927,DVN,1.8419010669253157,17.853524982888434,2000-01-03,2017-11-10
5124,PKBK,1.8417190035988995,12.706365503080082,2005-02-25,2017-11-10
2966,H,1.838,8.016427104722792,2009-11-04,2017-11-10
1447,COO,1.8363239692111586,12.706365503080082,2005-02-25,2017-11-10
6745,VLO,1.835805306037184,12.706365503080082,2005-02-25,2017-11-10
1543,CSGS,1.8352478058853898,12.706365503080082,2005-02-25,2017-11-10
4719,NWE,1.8351648351648353,12.706365503080082,2005-02-25,2017-11-10
5491,RH,1.8333179419525065,5.021218343600274,2012-11-02,2017-11-10
3015,HCN,1.8311162521688837,12.706365503080082,2005-02-25,2017-11-10
119,AEL,1.82815284102158,12.706365503080082,2005-02-25,2017-11-10
3210,HURC,1.8259157148483651,12.706365503080082,2005-02-25,2017-11-10
4662,NTIC,1.825,12.706365503080082,2005-02-25,2017-11-10
2361,FCNCA,1.8235019063376738,12.706365503080082,2005-02-25,2017-11-10
1671,CYOU,1.823094004441155,8.61054072553046,2009-04-01,2017-11-10
4625,NRCIB,1.8213000211729833,4.454483230663929,2013-05-28,2017-11-10
2981,HASI,1.816921791719123,4.563997262149213,2013-04-18,2017-11-10
799,BKSC,1.8135109275093784,12.706365503080082,2005-02-25,2017-11-10
362,ANDX,1.8130671506352085,6.535249828884326,2011-04-29,2017-11-10
6345,TILE,1.8122655436966044,12.706365503080082,2005-02-25,2017-11-10
5293,PTH,1.809364548494983,11.080082135523615,2006-10-12,2017-11-10
1149,CECO,1.806306306306306,17.853524982888434,2000-01-03,2017-11-10
3371,INDB,1.8009021939717034,12.706365503080082,2005-02-25,2017-11-10
1334,CLRBZ,1.7999999999999998,1.5578370978781657,2016-04-20,2017-11-10
3204,HUBS,1.7984176126590985,3.0882956878850103,2014-10-09,2017-11-10
24,ABCB,1.7913426177126663,12.706365503080082,2005-02-25,2017-11-10
1354,CMCSA,1.7907846510584189,17.853524982888434,2000-01-03,2017-11-10
5156,PM,1.7878100790887255,9.650924024640657,2008-03-17,2017-11-10
4615,NP,1.785529037129444,12.706365503080082,2005-02-25,2017-11-10
703,BDL,1.7834360252533559,12.700889801505818,2005-02-25,2017-11-08
4846,OME,1.7830607328515278,12.706365503080082,2005-02-25,2017-11-10
4298,MRO,1.7816509875214008,17.853524982888434,2000-01-03,2017-11-10
5224,PRGS,1.780257285376739,12.706365503080082,2005-02-25,2017-11-10
4434,NATI,1.7801392225713055,12.706365503080082,2005-02-25,2017-11-10
6896,WFC-WS,1.779683377308707,7.216974674880219,2010-08-23,2017-11-10
5546,RNG,1.7777777777777775,4.120465434633813,2013-09-27,2017-11-10
7021,WVVI,1.7774086378737541,12.706365503080082,2005-02-25,2017-11-10
5858,SJM,1.7752895343598443,12.706365503080082,2005-02-25,2017-11-10
2977,HAL,1.7749013806706115,17.853524982888434,2000-01-03,2017-11-10
3487,ITGR,1.773830669034932,12.706365503080082,2005-02-25,2017-11-10
6222,TAP,1.7727631533788655,12.706365503080082,2005-02-25,2017-11-10
26,ABCO,1.7725977725977726,12.706365503080082,2005-02-25,2017-11-10
2657,GBCI,1.7712498092476727,12.706365503080082,2005-02-25,2017-11-10
1096,CBU,1.7707552222817349,12.706365503080082,2005-02-25,2017-11-10
5774,SERV,1.7622950819672134,3.375770020533881,2014-06-26,2017-11-10
6854,WBC,1.7613207547169811,10.318959616700889,2007-07-17,2017-11-10
6297,TEP,1.7563185503099668,4.492813141683778,2013-05-14,2017-11-10
7087,XYL,1.7559610201119635,6.020533880903491,2011-11-03,2017-11-10
1490,CPT,1.755307067353892,12.706365503080082,2005-02-25,2017-11-10
5565,ROIC,1.753243764204954,10.03148528405202,2007-10-30,2017-11-10
2802,GMED,1.7526799387442573,5.270362765229295,2012-08-03,2017-11-10
5773,SEP,1.7523602033405954,10.376454483230663,2007-06-26,2017-11-10
3044,HEP,1.752274776621035,12.706365503080082,2005-02-25,2017-11-10
4027,MANT,1.7520674735746755,12.706365503080082,2005-02-25,2017-11-10
3299,IDTI,1.7469186524239932,12.706365503080082,2005-02-25,2017-11-10
6825,VVI,1.7458739503908887,12.706365503080082,2005-02-25,2017-11-10
342,AMSWA,1.7451873789725483,12.706365503080082,2005-02-25,2017-11-10
1719,DCP,1.7448077222481706,11.942505133470226,2005-12-01,2017-11-10
5058,PF,1.7436039763839126,4.621492128678987,2013-03-28,2017-11-10
1214,CHCO,1.7433993399339938,12.706365503080082,2005-02-25,2017-11-10
474,ARTNA,1.7433203814906393,12.706365503080082,2005-02-25,2017-11-10
3665,KBH,1.7424781313082767,17.853524982888434,2000-01-03,2017-11-10
3672,KBWB,1.7415270219300607,6.017796030116359,2011-11-04,2017-11-10
3263,IBN,1.738448495125053,12.706365503080082,2005-02-25,2017-11-10
1082,CBMG,1.7374999999999998,9.396303901437372,2008-06-18,2017-11-10
3459,IRS,1.736245658928898,12.706365503080082,2005-02-25,2017-11-10
3091,HIW,1.7353674714778458,12.706365503080082,2005-02-25,2017-11-10
2156,EPAY,1.7351263243683785,12.706365503080082,2005-02-25,2017-11-10
4256,MOG-A,1.7319354838709677,7.216974674880219,2010-08-23,2017-11-10
6376,TMP,1.731841488675337,12.706365503080082,2005-02-25,2017-11-10
6358,TKR,1.7318412902471805,12.706365503080082,2005-02-25,2017-11-10
232,AJG,1.7317986468660906,12.706365503080082,2005-02-25,2017-11-10
5451,RENX,1.727659833323195,12.706365503080082,2005-02-25,2017-11-10
88,ADC,1.7275243578387955,12.706365503080082,2005-02-25,2017-11-10
1289,CIVBP,1.7269789983844905,3.811088295687885,2014-01-17,2017-11-09
3061,HFBL,1.7267202410848823,12.70362765229295,2005-02-25,2017-11-09
5945,SNPS,1.7242669993761697,17.853524982888434,2000-01-03,2017-11-10
5446,RELX,1.7239966082532505,12.706365503080082,2005-02-25,2017-11-10
7066,XOM,1.72330940439899,17.853524982888434,2000-01-03,2017-11-10
5783,SFLY,1.7232733333333334,11.118412046543463,2006-09-28,2017-11-10
3311,IFN,1.7220855878012793,12.706365503080082,2005-02-25,2017-11-10
6453,TRP,1.7173615296115707,12.706365503080082,2005-02-25,2017-11-10
853,BNS,1.7157339487348557,12.706365503080082,2005-02-25,2017-11-10
3826,LBTYK,1.7154685735792246,12.19712525667351,2005-08-30,2017-11-10
4153,MGRC,1.7102256079695282,12.706365503080082,2005-02-25,2017-11-10
1565,CTB,1.707732949087416,17.853524982888434,2000-01-03,2017-11-10
1752,DENN,1.7058823529411766,12.706365503080082,2005-02-25,2017-11-10
3432,IPHI,1.705194805194805,6.9869952087611225,2010-11-15,2017-11-10
2563,FRPH,1.7029411764705884,12.706365503080082,2005-02-25,2017-11-10
5274,PSL,1.6969391776503044,11.080082135523615,2006-10-12,2017-11-10
1616,CUTR,1.6944792973651195,12.706365503080082,2005-02-25,2017-11-10
6002,SPMD,1.6941362916006335,11.986310746064339,2005-11-15,2017-11-10
6563,UCBI,1.6927772126144456,6.310746064339494,2011-07-20,2017-11-10
4758,NYNY,1.6927710843373494,5.905544147843942,2011-12-15,2017-11-10
3248,IART,1.692540600055051,12.706365503080082,2005-02-25,2017-11-10
6551,UBNK,1.6913154319385715,12.232717316906228,2005-08-17,2017-11-10
5975,SPA,1.6906141367323286,12.706365503080082,2005-02-25,2017-11-10
3897,LL,1.69,10.00684462696783,2007-11-08,2017-11-10
6738,VIVO,1.6846124544250758,12.706365503080082,2005-02-25,2017-11-10
7026,WWW,1.6844026123703415,12.706365503080082,2005-02-25,2017-11-10
6952,WMGIZ,1.6825127334465197,4.670773442847365,2013-03-06,2017-11-06
2972,HAE,1.6816846229187068,12.706365503080082,2005-02-25,2017-11-10
1381,CNA,1.6777030014245713,12.706365503080082,2005-02-25,2017-11-10
2859,GPK,1.6756433169648282,12.706365503080082,2005-02-25,2017-11-10
5785,SFNC,1.6743626743626745,12.706365503080082,2005-02-25,2017-11-10
6090,ST,1.673888888888889,7.671457905544147,2010-03-10,2017-11-10
4538,NGS,1.6723276723276725,12.706365503080082,2005-02-25,2017-11-10
1923,DVCR,1.6716969510317217,12.706365503080082,2005-02-25,2017-11-10
6470,TSBK,1.664268131035789,12.706365503080082,2005-02-25,2017-11-10
5415,RCMT,1.6618950761791453,12.706365503080082,2005-02-25,2017-11-10
4520,NFBK,1.660976122346703,10.00684462696783,2007-11-08,2017-11-10
5702,SBRA,1.6608111599070008,12.706365503080082,2005-02-25,2017-11-10
417,APU,1.6598252759577357,12.706365503080082,2005-02-25,2017-11-10
3215,HVT-A,1.6582235616809458,7.208761122518823,2010-08-23,2017-11-07
4604,NOAH,1.6581265012009612,6.995208761122519,2010-11-12,2017-11-10
4952,PANW,1.6578154425612053,5.308692676249144,2012-07-20,2017-11-10
1102,CCC,1.6577290974872378,12.706365503080082,2005-02-25,2017-11-10
1894,DSW,1.6575342465753427,12.369609856262834,2005-06-28,2017-11-10
2999,HBMD,1.6551724137931034,5.281314168377824,2012-07-30,2017-11-10
2951,GVA,1.6530358842763127,12.706365503080082,2005-02-25,2017-11-10
3762,KR,1.64964142860524,17.853524982888434,2000-01-03,2017-11-10
5797,SGH,1.6493652173913045,0.4654346338124572,2017-05-24,2017-11-10
3306,IF,1.647991359186091,12.706365503080082,2005-02-25,2017-11-10
6941,WLDN,1.6469999999999998,10.973305954825461,2006-11-20,2017-11-10
7055,XIVH,1.645508982035928,1.325119780971937,2016-07-14,2017-11-10
6197,SYNA,1.6446124763705106,12.706365503080082,2005-02-25,2017-11-10
1921,DVA,1.644019138755981,12.706365503080082,2005-02-25,2017-11-10
2158,EPD,1.6428609048296205,12.706365503080082,2005-02-25,2017-11-10
1500,CRBP,1.6363636363636365,2.5708418891170433,2015-04-16,2017-11-10
5870,SLAB,1.633734249713631,12.706365503080082,2005-02-25,2017-11-10
1303,CLCT,1.633339893721708,12.706365503080082,2005-02-25,2017-11-10
4257,MOG-B,1.629712460063898,7.216974674880219,2010-08-23,2017-11-10
5852,SITE,1.6267163593566107,1.4976043805612593,2016-05-12,2017-11-10
3933,LOGI,1.6266361014567776,7.216974674880219,2010-08-23,2017-11-10
4259,MOH,1.625370742849351,12.706365503080082,2005-02-25,2017-11-10
1147,CEA,1.6243353143572103,12.706365503080082,2005-02-25,2017-11-10
5641,RYN,1.6242956579383496,12.706365503080082,2005-02-25,2017-11-10
6993,WSFS,1.6232335595860687,12.706365503080082,2005-02-25,2017-11-10
2292,EXA,1.6205405405405404,5.368925393566051,2012-06-28,2017-11-10
559,AVAV,1.6170588235294119,10.80082135523614,2007-01-22,2017-11-10
3076,HI,1.6145987363892995,9.64271047227926,2008-03-20,2017-11-10
3839,LDOS,1.6138663967611337,11.080082135523615,2006-10-12,2017-11-10
3002,HCA,1.6129776021080369,6.658453114305271,2011-03-15,2017-11-10
1772,DFS,1.6127595258929284,10.40930869267625,2007-06-14,2017-11-10
4042,MAYS,1.6111111111111112,12.65160848733744,2005-02-28,2017-10-24
3997,LWAY,1.6074082197790147,12.706365503080082,2005-02-25,2017-11-10
5240,PRSC,1.6050343249427916,12.706365503080082,2005-02-25,2017-11-10
4270,MPAA,1.6039800995024875,12.706365503080082,2005-02-25,2017-11-10
4746,NXTM,1.6030000000000002,12.041067761806982,2005-10-26,2017-11-10
4082,MD,1.6026239067055394,12.706365503080082,2005-02-25,2017-11-10
324,AMKR,1.6023255813953488,12.706365503080082,2005-02-25,2017-11-10
3574,JKS,1.6,7.496235455167693,2010-05-13,2017-11-10
947,BSX,1.5954545454545455,17.853524982888434,2000-01-03,2017-11-10
5865,SKT,1.5951830870019306,12.706365503080082,2005-02-25,2017-11-10
6137,STRL,1.5931445603576748,12.706365503080082,2005-02-25,2017-11-10
288,ALRM,1.590566037735849,2.3764544832306638,2015-06-26,2017-11-10
986,BWXT,1.5878335112059763,2.3627652292950034,2015-07-01,2017-11-10
6724,VHI,1.5836656840645047,12.706365503080082,2005-02-25,2017-11-10
176,AGNC,1.5833963247751854,9.492128678986996,2008-05-14,2017-11-10
36,ABM,1.5831464274271068,12.706365503080082,2005-02-25,2017-11-10
1371,CMS,1.5821473419840941,17.853524982888434,2000-01-03,2017-11-10
1933,DWCH,1.5802469135802468,12.706365503080082,2005-02-25,2017-11-10
1532,CRY,1.576613124280467,12.706365503080082,2005-02-25,2017-11-10
3193,HTLF,1.575292279510802,12.706365503080082,2005-02-25,2017-11-10
6658,UTG,1.5750082426640288,12.706365503080082,2005-02-25,2017-11-10
6256,TCMD,1.573,1.2867898699520877,2016-07-28,2017-11-10
4840,OLP,1.5728155339805827,12.706365503080082,2005-02-25,2017-11-10
5002,PCH,1.5704567541302237,12.706365503080082,2005-02-25,2017-11-10
6341,TIF,1.5701584556156898,17.853524982888434,2000-01-03,2017-11-10
1440,COLM,1.5700365408038979,12.706365503080082,2005-02-25,2017-11-10
671,BC,1.568262043189369,17.853524982888434,2000-01-03,2017-11-10
2343,FBNK,1.567711872633725,6.351813826146475,2011-07-05,2017-11-10
3817,LAZ,1.564755838641189,12.5201916495551,2005-05-04,2017-11-10
2042,EFSC,1.563098608517559,12.706365503080082,2005-02-25,2017-11-10
7091,YERR,1.5626959247648906,0.5612594113620808,2017-04-19,2017-11-10
5305,PTY,1.5598100687891885,12.706365503080082,2005-02-25,2017-11-10
4195,MKC-V,1.5593966722042032,7.216974674880219,2010-08-23,2017-11-10
3490,ITRI,1.557984790874525,12.706365503080082,2005-02-25,2017-11-10
2587,FSTR,1.5556609564198425,12.706365503080082,2005-02-25,2017-11-10
6867,WBK,1.555613036730471,12.706365503080082,2005-02-25,2017-11-10
2631,G,1.5552102077539665,10.277891854893909,2007-08-01,2017-11-10
51,ACC,1.5549083849047447,12.706365503080082,2005-02-25,2017-11-10
4395,MXE,1.553015765054534,12.706365503080082,2005-02-25,2017-11-10
3511,IXYS,1.5509385528637893,12.706365503080082,2005-02-25,2017-11-10
4815,OGS,1.5502638434306326,3.761806981519507,2014-02-05,2017-11-10
