,Stock,Total_Return,Total_Years,Start_Date,End_Date
314,TXN,37.153774895785084,17.998631074606433,1981-12-31,1999-12-31
340,XLNX,36.605323630792796,9.535934291581109,1990-06-18,1999-12-31
326,VRSN,36.500531349628055,1.9164955509924708,1998-01-30,1999-12-31
146,GLW,35.77199317885445,17.998631074606433,1981-12-31,1999-12-31
160,HPQ,31.59816947150871,19.994524298425734,1980-01-02,1999-12-31
210,MCHP,31.007327419976864,6.784394250513347,1993-03-19,1999-12-31
64,CAH,30.726209294973124,11.989048596851472,1988-01-04,1999-12-31
11,ADP,29.950882712812447,16.736481861738536,1983-04-06,1999-12-31
6,ABX,29.934438583270538,14.902121834360027,1985-02-04,1999-12-31
92,CTXS,28.509473439497853,4.0629705681040384,1995-12-08,1999-12-31
61,C,28.153600464576073,19.994524298425734,1980-01-02,1999-12-31
20,AIG,27.373946037099493,15.312799452429843,1984-09-07,1999-12-31
305,TIF,27.358993068223274,12.002737850787133,1987-12-30,1999-12-31
147,GNTX,26.357211162305486,9.765913757700206,1990-03-26,1999-12-31
54,BK,26.110558807023164,15.312799452429843,1984-09-07,1999-12-31
277,SANM,26.063829787234045,6.524298425735798,1993-06-22,1999-12-31
252,PEP,25.49180327868853,19.994524298425734,1980-01-02,1999-12-31
188,KLAC,25.18994413407821,9.765913757700206,1990-03-26,1999-12-31
202,LRCX,24.37004060118242,9.765913757700206,1990-03-26,1999-12-31
101,DHR,24.301002642950035,12.153319644079398,1987-11-05,1999-12-31
165,IAC,24.22727272727273,6.945927446954141,1993-01-19,1999-12-31
171,IPG,23.76950904392765,12.153319644079398,1987-11-05,1999-12-31
281,SEE,23.270866475766255,12.002737850787133,1987-12-30,1999-12-31
91,CTL,23.24247355573637,12.153319644079398,1987-11-05,1999-12-31
76,CLX,22.9942974028389,16.78028747433265,1983-03-21,1999-12-31
254,PG,22.77041228779305,19.994524298425734,1980-01-02,1999-12-31
115,ED,22.731649395509496,19.994524298425734,1980-01-02,1999-12-31
322,UTX,22.515068257920493,19.994524298425734,1980-01-02,1999-12-31
103,DISH,22.293010045758166,4.528405201916495,1995-06-21,1999-12-31
233,NKE,22.117878686327078,12.366872005475702,1987-08-19,1999-12-31
317,UNH,21.992038582255226,9.765913757700206,1990-03-26,1999-12-31
1,AA,21.826296355755343,19.994524298425734,1980-01-02,1999-12-31
181,JPM,21.49640019198976,19.994524298425734,1980-01-02,1999-12-31
243,OMC,21.264519277696436,9.765913757700206,1990-03-26,1999-12-31
192,KSS,20.743208764820654,7.616700889801506,1992-05-19,1999-12-31
345,ZION,20.55778497511652,9.765913757700206,1990-03-26,1999-12-31
329,WBA,20.263166836561332,14.499657768651609,1985-07-01,1999-12-31
296,SYK,20.00053219797765,11.912388774811772,1988-02-01,1999-12-31
332,WFC,19.55032679738562,15.162217659137577,1984-11-01,1999-12-31
149,GPS,19.339146250133734,12.44079397672827,1987-07-23,1999-12-31
123,ESRX,19.170731707317074,7.559206023271732,1992-06-09,1999-12-31
5,ABT,18.827241576242148,16.736481861738536,1983-04-06,1999-12-31
299,T,18.762154933613527,15.449691991786448,1984-07-19,1999-12-31
197,LLY,18.508245542195585,17.987679671457904,1982-01-04,1999-12-31
8,ADI,18.20870716281806,15.449691991786448,1984-07-19,1999-12-31
140,GD,17.81094140995772,19.994524298425734,1980-01-02,1999-12-31
303,TGT,17.452271190607906,16.736481861738536,1983-04-06,1999-12-31
200,LOW,17.050374404356702,14.499657768651609,1985-07-01,1999-12-31
117,EIX,16.7096607542621,19.994524298425734,1980-01-02,1999-12-31
189,KMB,16.465880671668454,15.0362765229295,1984-12-17,1999-12-31
12,ADSK,16.26530612244898,14.499657768651609,1985-07-01,1999-12-31
46,BBBY,16.141884664008554,7.57015742642026,1992-06-05,1999-12-31
225,MU,15.83760683760684,10.625598904859686,1989-05-16,1999-12-31
217,MMM,15.718437078513919,19.994524298425734,1980-01-02,1999-12-31
327,VZ,15.419995984742021,16.109514031485283,1983-11-21,1999-12-31
288,SO,15.086371681415933,17.998631074606433,1981-12-31,1999-12-31
108,DTE,15.024956776666917,19.994524298425734,1980-01-02,1999-12-31
111,DWDP,14.976049119602173,19.994524298425734,1980-01-02,1999-12-31
49,BC,14.916222027554351,17.998631074606433,1981-12-31,1999-12-31
127,EXC,14.775962660443406,19.994524298425734,1980-01-02,1999-12-31
251,PEG,14.65569117229634,19.994524298425734,1980-01-02,1999-12-31
177,JCI,14.423339647551805,12.002737850787133,1987-12-30,1999-12-31
132,FDX,14.115680260517246,19.994524298425734,1980-01-02,1999-12-31
68,CCL,14.084385648426538,10.984257357973991,1989-01-05,1999-12-31
56,BMS,14.083724045545882,15.312799452429843,1984-09-07,1999-12-31
159,HON,13.81516243301341,19.994524298425734,1980-01-02,1999-12-31
37,AVP,13.720137250696975,17.998631074606433,1981-12-31,1999-12-31
128,EXPD,13.31273462315911,9.765913757700206,1990-03-26,1999-12-31
272,ROK,13.312536671230196,17.998631074606433,1981-12-31,1999-12-31
334,WMB,13.309388481818806,17.998631074606433,1981-12-31,1999-12-31
262,PPG,12.82133995037221,16.736481861738536,1983-04-06,1999-12-31
78,CMCSA,12.642069227843285,11.482546201232033,1988-07-07,1999-12-31
136,FISV,12.523560209424083,9.765913757700206,1990-03-26,1999-12-31
119,EMR,12.362407326646315,17.987679671457904,1982-01-04,1999-12-31
38,AVY,12.354480943653368,15.312799452429843,1984-09-07,1999-12-31
81,CNP,12.23473282442748,19.994524298425734,1980-01-02,1999-12-31
137,FITB,12.191255373746124,9.765913757700206,1990-03-26,1999-12-31
310,TROW,12.118748863429714,10.297056810403832,1989-09-13,1999-12-31
138,FLEX,12.044943820224718,5.7878165639972625,1994-03-18,1999-12-31
95,CVX,12.022314964653779,19.994524298425734,1980-01-02,1999-12-31
169,INTU,12.000540394487976,6.776180698151951,1993-03-22,1999-12-31
301,TEVA,11.958964009418096,9.765913757700206,1990-03-26,1999-12-31
293,STT,11.84706454751865,13.478439425051334,1986-07-09,1999-12-31
270,RHI,11.604369879047992,7.808350444900753,1992-03-10,1999-12-31
237,NTRS,11.57383495551775,9.765913757700206,1990-03-26,1999-12-31
106,DOV,11.56561996779388,14.499657768651609,1985-07-01,1999-12-31
51,BDX,11.463601532567052,16.736481861738536,1983-04-06,1999-12-31
170,IP,11.424522489217498,19.994524298425734,1980-01-02,1999-12-31
341,XOM,11.214054802955664,19.994524298425734,1980-01-02,1999-12-31
315,TXT,11.146166440241059,15.184120465434633,1984-10-24,1999-12-31
172,IR,11.131551634665284,14.499657768651609,1985-07-01,1999-12-31
16,AES,10.897204688908927,8.514715947980836,1991-06-26,1999-12-31
306,TJX,10.771576568570195,11.986310746064339,1988-01-05,1999-12-31
300,TER,10.743693201799035,12.80766598220397,1987-03-11,1999-12-31
85,CPB,10.720352564102566,14.499657768651609,1985-07-01,1999-12-31
330,WEC,10.640366811844784,15.178644763860369,1984-10-26,1999-12-31
134,FHN,10.273095776772248,9.765913757700206,1990-03-26,1999-12-31
238,NUE,10.213860544217688,16.331279945242983,1983-09-01,1999-12-31
63,CAG,10.07241868956657,15.312799452429843,1984-09-07,1999-12-31
53,BIIB,10.000253320305431,8.28747433264887,1991-09-17,1999-12-31
70,CHKP,9.706624605678233,3.5071868583162216,1996-06-28,1999-12-31
86,CR,9.54855592169025,15.162217659137577,1984-11-01,1999-12-31
240,NWL,9.546405823475888,15.449691991786448,1984-07-19,1999-12-31
292,STI,9.511278195488721,12.002737850787133,1987-12-30,1999-12-31
167,IFF,9.508005671404364,17.998631074606433,1981-12-31,1999-12-31
298,SYY,9.371487963521759,12.44079397672827,1987-07-23,1999-12-31
104,DLTR,9.313822933922326,4.813141683778234,1995-03-09,1999-12-31
175,ITW,9.125339001685846,12.153319644079398,1987-11-05,1999-12-31
109,DUK,9.092167489385206,16.736481861738536,1983-04-06,1999-12-31
31,APD,9.027822242548975,16.736481861738536,1983-04-06,1999-12-31
124,ETFC,8.996279761904763,3.373032169746749,1996-08-16,1999-12-31
15,AEP,8.90484642311295,19.994524298425734,1980-01-02,1999-12-31
185,KBH,8.817404471363677,12.153319644079398,1987-11-05,1999-12-31
278,SBUX,8.701226003640235,7.512662559890486,1992-06-26,1999-12-31
130,FAST,8.616712436249507,9.765913757700206,1990-03-26,1999-12-31
80,CMS,8.567728800719664,14.99794661190965,1984-12-31,1999-12-31
151,GT,8.423774773697014,19.994524298425734,1980-01-02,1999-12-31
82,COF,8.403075328265377,5.122518822724161,1994-11-16,1999-12-31
199,LNC,8.313164117027034,15.236139630390143,1984-10-05,1999-12-31
195,LEG,8.135572501309738,12.153319644079398,1987-11-05,1999-12-31
224,MTG,8.098484848484848,8.399726214921287,1991-08-07,1999-12-31
113,EBAY,8.032670454545455,1.267624914442163,1998-09-24,1999-12-31
120,ENSV,8.0,2.976043805612594,1997-01-08,1999-12-31
88,CSX,7.965701578069537,19.156741957563312,1980-11-03,1999-12-31
145,GIS,7.9577652144995,16.55852156057495,1983-06-10,1999-12-31
216,MMC,7.935598448380613,12.002737850787133,1987-12-30,1999-12-31
183,K,7.932211424508177,15.0362765229295,1984-12-17,1999-12-31
42,BA,7.613582554517134,19.994524298425734,1980-01-02,1999-12-31
249,PCG,7.61040213260734,19.994524298425734,1980-01-02,1999-12-31
152,GWW,7.560201597403153,15.0362765229295,1984-12-17,1999-12-31
163,HSY,7.331090174966352,14.499657768651609,1985-07-01,1999-12-31
235,NSC,7.281079394790204,17.579739904175224,1982-06-02,1999-12-31
83,COP,7.146630523860556,17.987679671457904,1982-01-04,1999-12-31
114,ECL,7.1198126767747025,11.986310746064339,1988-01-05,1999-12-31
255,PGR,6.923269391159299,13.478439425051334,1986-07-09,1999-12-31
3,AAPL,6.865978889048097,15.312799452429843,1984-09-07,1999-12-31
290,SPGI,6.781813851009349,14.499657768651609,1985-07-01,1999-12-31
287,SNV,6.781586011313488,9.96577686516085,1990-01-12,1999-12-31
89,CTAS,6.742409638554217,9.765913757700206,1990-03-26,1999-12-31
256,PH,6.520419455129894,14.499657768651609,1985-07-01,1999-12-31
337,WY,6.446289629543607,19.994524298425734,1980-01-02,1999-12-31
97,DAL,6.401461418898396,19.994524298425734,1980-01-02,1999-12-31
302,TGNA,6.330762258517426,14.499657768651609,1985-07-01,1999-12-31
264,PTEN,6.14202380952381,6.160164271047228,1993-11-02,1999-12-31
50,BCR,6.126599445722036,16.736481861738536,1983-04-06,1999-12-31
94,CVS,6.067280510459575,15.0362765229295,1984-12-17,1999-12-31
328,WAT,6.066666666666666,4.120465434633813,1995-11-17,1999-12-31
166,IBM,6.01239224137931,19.994524298425734,1980-01-02,1999-12-31
194,LB,5.905181347150259,14.499657768651609,1985-07-01,1999-12-31
198,LMT,5.52502468291942,19.994524298425734,1980-01-02,1999-12-31
273,ROST,5.503996503059823,13.478439425051334,1986-07-09,1999-12-31
96,D,5.503928447892475,15.241615331964407,1984-10-03,1999-12-31
77,CMA,5.377771379211057,9.765913757700206,1990-03-26,1999-12-31
267,R,5.3675298148514194,19.994524298425734,1980-01-02,1999-12-31
125,ETN,5.358356402323183,14.499657768651609,1985-07-01,1999-12-31
284,SLM,5.357740882645097,11.986310746064339,1988-01-05,1999-12-31
116,EFX,5.303866290777286,12.153319644079398,1987-11-05,1999-12-31
99,DE,5.1240199572344975,17.987679671457904,1982-01-04,1999-12-31
90,CTB,5.123350109201406,12.153319644079398,1987-11-05,1999-12-31
178,JCP,5.074821852731591,17.987679671457904,1982-01-04,1999-12-31
297,SYMC,5.073275862068965,9.765913757700206,1990-03-26,1999-12-31
208,MBI,5.039497307001795,12.498288843258042,1987-07-02,1999-12-31
212,MDP,5.036183250656551,14.499657768651609,1985-07-01,1999-12-31
126,ETR,4.994928933647596,17.998631074606433,1981-12-31,1999-12-31
342,XRAY,4.924968769519051,8.684462696783026,1991-04-25,1999-12-31
321,USB,4.918937805730258,12.153319644079398,1987-11-05,1999-12-31
43,BAC,4.849004348187331,13.59069130732375,1986-05-29,1999-12-31
318,UNM,4.834741276384853,13.149897330595483,1986-11-06,1999-12-31
234,NOC,4.806889229680312,17.998631074606433,1981-12-31,1999-12-31
19,AGN,4.79991605320935,6.86652977412731,1993-02-17,1999-12-31
282,SHW,4.743502752528485,14.499657768651609,1985-07-01,1999-12-31
308,TMK,4.715467328370555,12.002737850787133,1987-12-30,1999-12-31
154,HAS,4.542155584528466,15.033538672142368,1984-12-18,1999-12-31
250,PDCO,4.487553057244464,7.173169062286106,1992-10-28,1999-12-31
161,HRB,4.4766936400722255,13.13347022587269,1986-11-12,1999-12-31
65,CAT,4.20142572944297,19.994524298425734,1980-01-02,1999-12-31
232,NI,4.1885343428880475,15.197809719370294,1984-10-19,1999-12-31
47,BBT,4.1770218674071495,9.765913757700206,1990-03-26,1999-12-31
148,GPC,4.176659222355838,16.736481861738536,1983-04-06,1999-12-31
207,MAT,4.171098576416869,17.987679671457904,1982-01-04,1999-12-31
263,PPL,4.105623672854305,14.729637234770705,1985-04-08,1999-12-31
248,PCAR,4.094112156801742,13.478439425051334,1986-07-09,1999-12-31
295,SWK,4.032588951811091,14.499657768651609,1985-07-01,1999-12-31
35,ATRO,3.9807569926361404,15.31006160164271,1984-09-07,1999-12-30
186,KEY,3.9787375214886747,12.153319644079398,1987-11-05,1999-12-31
41,AZO,3.9359756097560985,8.747433264887064,1991-04-02,1999-12-31
325,VMC,3.928896317404647,11.986310746064339,1988-01-05,1999-12-31
193,LAMR,3.9157434402332365,3.4113620807665983,1996-08-02,1999-12-31
286,SNPS,3.8779069767441867,7.84394250513347,1992-02-26,1999-12-31
72,CI,3.8496971298095977,17.752224503764545,1982-03-31,1999-12-31
206,MAS,3.8314285714285714,16.55852156057495,1983-06-10,1999-12-31
304,THC,3.813455657492355,17.987679671457904,1982-01-04,1999-12-31
17,AET,3.7062509324183197,19.994524298425734,1980-01-02,1999-12-31
74,CINF,3.6860820244328103,9.765913757700206,1990-03-26,1999-12-31
323,VFC,3.5516570717286444,14.499657768651609,1985-07-01,1999-12-31
333,WHR,3.4438671209540033,16.55852156057495,1983-06-10,1999-12-31
242,ODP,3.4356649754636948,9.765913757700206,1990-03-26,1999-12-31
223,MTB,3.3434684262487666,8.240930869267626,1991-10-04,1999-12-31
84,COST,3.3326315789473675,13.478439425051334,1986-07-09,1999-12-31
331,WEN,3.3221153846153846,16.736481861738536,1983-04-06,1999-12-31
258,PKI,3.2234899328859066,16.736481861738536,1983-04-06,1999-12-31
228,NBR,3.2085249380969225,8.837782340862423,1991-02-28,1999-12-31
220,MRO,3.140316482285394,19.994524298425734,1980-01-02,1999-12-31
45,BB,3.131578947368421,0.9034907597535934,1999-02-04,1999-12-31
67,CCE,3.1034172961102056,13.100616016427105,1986-11-24,1999-12-31
110,DVN,3.0595652632689667,7.789185489390828,1992-03-17,1999-12-31
33,ASH,2.9930775242844914,16.736481861738536,1983-04-06,1999-12-31
230,NE,2.853479853479853,9.765913757700206,1990-03-26,1999-12-31
214,MITK,2.848214285714285,4.59958932238193,1995-05-26,1999-12-31
44,BAX,2.7982541747993923,17.998631074606433,1981-12-31,1999-12-31
164,HUM,2.774313725490196,17.998631074606433,1981-12-31,1999-12-31
55,BLL,2.702451954937044,15.312799452429843,1984-09-07,1999-12-31
201,LPX,2.673972602739726,17.987679671457904,1982-01-04,1999-12-31
180,JNPR,2.657894736842105,0.5174537987679672,1999-06-25,1999-12-31
265,PX,2.5849610049002694,7.537303216974675,1992-06-17,1999-12-31
241,NYT,2.547934588855305,13.45927446954141,1986-07-16,1999-12-31
155,HBAN,2.5010085996390274,9.765913757700206,1990-03-26,1999-12-31
9,ADM,2.4718870047728068,16.736481861738536,1983-04-06,1999-12-31
283,SLB,2.4660982304502714,17.998631074606433,1981-12-31,1999-12-31
260,PNC,2.423586040914561,11.312799452429843,1988-09-07,1999-12-31
30,APC,2.328651105143565,13.308692676249144,1986-09-09,1999-12-31
245,OXY,2.2231230470399463,17.998631074606433,1981-12-31,1999-12-31
144,GILD,2.213249705997648,7.939767282683094,1992-01-22,1999-12-31
21,AIV,2.145481538702941,5.4428473648186175,1994-07-22,1999-12-31
285,SNA,2.1393724710930635,14.499657768651609,1985-07-01,1999-12-31
257,PHM,2.1298646362098137,14.499657768651609,1985-07-01,1999-12-31
271,RIG,2.1107326951399115,6.5927446954141,1993-05-28,1999-12-31
294,SVU,2.0250249737455497,14.499657768651609,1985-07-01,1999-12-31
312,TTNP,2.019607843137255,3.9507186858316223,1996-01-18,1999-12-31
182,JWN,1.9438065798189443,13.478439425051334,1986-07-09,1999-12-31
261,PNW,1.9206510394629204,15.449691991786448,1984-07-19,1999-12-31
275,RTN,1.8830958420206902,17.998631074606433,1981-12-31,1999-12-31
153,HAL,1.782798578236822,17.998631074606433,1981-12-31,1999-12-31
205,MAR,1.7531499692685923,6.2149212867898695,1993-10-13,1999-12-31
29,APA,1.6913974455296772,17.998631074606433,1981-12-31,1999-12-31
60,BSX,1.6258823529411766,7.616700889801506,1992-05-19,1999-12-31
239,NVDA,1.5293831281730301,0.9390828199863107,1999-01-22,1999-12-31
66,CB,1.4565589596007433,6.765229295003422,1993-03-26,1999-12-31
319,UNP,1.4536896605826057,19.994524298425734,1980-01-02,1999-12-31
122,EQR,1.3762047191758056,6.38466803559206,1993-08-12,1999-12-31
274,RRD,1.368027837478252,14.499657768651609,1985-07-01,1999-12-31
343,XRX,1.2948049992471014,19.994524298425734,1980-01-02,1999-12-31
276,RYAAY,1.2842291698752502,2.5790554414784395,1997-06-02,1999-12-31
204,LVLT,1.2777777777777777,1.7494866529774127,1998-04-01,1999-12-31
336,WOR,1.2279452249436087,9.765913757700206,1990-03-26,1999-12-31
184,KBAL,1.1386721777318523,9.765913757700206,1990-03-26,1999-12-31
157,HIG,1.1350650753361775,4.035592060232717,1995-12-18,1999-12-31
69,CECO,1.105263157894737,1.919233401779603,1998-01-29,1999-12-31
269,RDC,1.0388340017607354,16.736481861738536,1983-04-06,1999-12-31
215,MKC,1.0330006785495591,0.6023271731690623,1999-05-25,1999-12-31
231,NEM,1.0264986565366443,16.736481861738536,1983-04-06,1999-12-31
93,CVG,1.0167597765363128,1.3826146475017111,1998-08-13,1999-12-31
100,DGX,1.01316645955382,3.0116358658453115,1996-12-26,1999-12-31
309,TMO,1.0058812774256458,12.331279945242985,1987-09-01,1999-12-31
0,A,0.9985926968372715,0.11772758384668036,1999-11-18,1999-12-31
121,EOG,0.9265302316908305,10.239561943874058,1989-10-04,1999-12-31
79,CMI,0.9081649568084283,15.033538672142368,1984-12-18,1999-12-31
28,ANTM,0.905194451293098,6.921286789869952,1993-01-28,1999-12-31
112,DYN,0.9046541507661033,6.138261464750171,1993-11-10,1999-12-31
73,CIEN,0.8673015873015874,2.8939082819986313,1997-02-07,1999-12-31
107,DRI,0.8448147172462239,4.6242299794661195,1995-05-17,1999-12-31
71,CHRW,0.8396203721927006,2.206707734428474,1997-10-16,1999-12-31
22,ALL,0.7032811532678871,6.576317590691307,1993-06-03,1999-12-31
173,ITT,0.676245599783374,4.035592060232717,1995-12-18,1999-12-31
338,X,0.6507304871809447,8.720054757015742,1991-04-12,1999-12-31
24,AMD,0.6424517593643586,16.78028747433265,1983-03-21,1999-12-31
259,PLD,0.639034281133588,4.369609856262834,1995-08-18,1999-12-31
289,SPG,0.611386355664679,6.04517453798768,1993-12-14,1999-12-31
59,BRK-B,0.5852813852813851,3.6440793976728267,1996-05-09,1999-12-31
280,SEB,0.5578399801833044,7.772758384668036,1992-03-23,1999-12-31
211,MCK,0.5497337593184237,5.125256673511293,1994-11-15,1999-12-31
27,AN,0.5476190476190474,7.827515400410678,1992-03-03,1999-12-31
307,TKF,0.47643788932651754,9.96851471594798,1990-01-11,1999-12-31
316,UIS,0.47324723247232453,19.994524298425734,1980-01-02,1999-12-31
221,MSA,0.4277522935779816,9.765913757700206,1990-03-26,1999-12-31
105,DLX,0.4033620764741746,12.44079397672827,1987-07-23,1999-12-31
150,GS,0.3599768967896165,0.6598220396988365,1999-05-04,1999-12-31
4,ABC,0.3539286273282204,4.741957563312799,1995-04-04,1999-12-31
344,YUM,0.3532686741930496,2.2861054072553046,1997-09-17,1999-12-31
118,EMN,0.3403426218660392,6.04517453798768,1993-12-14,1999-12-31
229,NCR,0.25064766839378233,3.052703627652293,1996-12-11,1999-12-31
36,AU,0.2290227048371173,1.404517453798768,1998-08-05,1999-12-31
143,GG,0.13073873566648203,4.369609856262834,1995-08-18,1999-12-31
320,UPS,0.08243005784911839,0.13963039014373715,1999-11-10,1999-12-31
98,DDS,0.0806163731556402,10.50239561943874,1989-06-30,1999-12-31
135,FII,0.048634427461789066,1.6317590691307324,1998-05-14,1999-12-31
